    
Star Data Extractor Tool (Note: This program mocks format of AIP_4_WIN)
     Image: m23_3.5_001.fit
     Stars Found:  2510
     Radius of star diaphragm: 4 and 3
     Sky annulus inner radius: 7
     Sky annulus outer radius: 11
     Threshold factor:  0.000000
      X                Y           Sigma            FWHM         Sky ADU           Star ADU 4         Star ADU 3     
  853.49          783.81            0.00            0.00           733.7             1133.1             1095.6
  853.49          783.81            0.00            0.00           733.7             1133.1             1095.6
   68.11          404.06            0.00            0.00           751.1              811.3              726.2
  511.00          581.32            0.00            0.00           737.8              871.2              776.3
  510.97          469.04            0.00            0.00           748.5              670.6              663.3
   75.97          303.98            0.00            0.00           748.7              959.5              850.6
  604.35          342.13            0.00            0.00           733.2              906.9              817.3
  581.33          615.78            0.00            0.00           734.0              923.2              937.2
  732.11          317.08            0.00            0.00           732.7              913.0              877.6
  347.20          358.22            0.00            0.00           756.7             1155.7             1004.3
   73.59          874.50            0.00            0.00           738.3             1297.4             1090.7
  658.38          839.85            0.00            0.00           729.1             1126.4             1082.1
  588.65          263.91            0.00            0.00           732.2             1108.0             1016.5
  883.46          278.83            0.00            0.00           730.3             1262.7             1259.3
  471.55          323.34            0.00            0.00           737.3             1002.1              967.3
  676.26          113.15            0.00            0.00           730.7             1058.5             1083.1
  685.30          324.94            0.00            0.00           731.7              935.2              895.7
  133.80          572.78            0.00            0.00           739.0             1106.5             1008.6
  260.98          857.50            0.00            0.00           739.5             1133.3             1037.1
  602.65          661.89            0.00            0.00           733.5              967.9              828.2
  652.56          796.00            0.00            0.00           731.2              812.6              658.6
  842.08          202.00            0.00            0.00           729.5             1057.6              923.4
  331.73           64.05            0.00            0.00           738.0             1224.9             1014.0
  695.90          916.59            0.00            0.00           731.0             1098.0              983.4
  505.03          865.87            0.00            0.00           734.0             1460.6             1363.5
   17.54          372.00            0.00            0.00           748.2             1300.6             1063.1
  122.09          773.24            0.00            0.00           743.1              805.4              711.8
  396.55           46.85            0.00            0.00           736.0             1421.6             1207.2
   17.74          372.00            0.00            0.00           748.2             1300.6             1063.1
  978.86          790.97            0.00            0.00           736.2              968.2              918.2
   17.74          372.00            0.00            0.00           748.2             1300.6             1063.1
  331.51          385.00            0.00            0.00           763.4              801.4              793.8
  300.96          653.97            0.00            0.00           740.0             1302.1             1183.4
  631.10           14.68            0.00            0.00           734.1              972.1             1007.9
  243.76          605.80            0.00            0.00           744.9             1907.7             1628.2
  392.98          418.48            0.00            0.00           757.6             1405.9             1409.6
  372.52          942.49            0.00            0.00           740.3             1261.8             1082.5
  773.17          482.33            0.00            0.00           731.9             1232.5             1199.7
  709.39           28.53            0.00            0.00           736.2              884.7              705.0
  448.06          360.52            0.00            0.00           737.3              721.8              652.6
  207.80          269.37            0.00            0.00           748.5             1120.6              992.8
  418.58          384.57            0.00            0.00           757.6              685.9              911.1
  895.05           75.06            0.00            0.00           732.0             1167.9              984.8
  776.17          216.80            0.00            0.00           728.0             1015.6             1060.8
  766.99          809.31            0.00            0.00           730.5             1183.8             1107.3
  396.67           46.78            0.00            0.00           736.0             1421.6             1207.2
  978.68          790.97            0.00            0.00           736.2              968.2              918.2
  999.99          141.98            0.00            0.00           738.6             1173.8             1042.8
  992.01          228.05            0.00            0.00           732.3              988.9             1052.6
  122.08          773.05            0.00            0.00           743.1              805.4              711.8
  841.88          902.22            0.00            0.00           734.3             1175.6             1093.3
  785.89          410.07            0.00            0.00           733.3             1157.9             1120.4
  472.07          440.94            0.00            0.00           745.4             1165.6             1052.6
  829.69          474.78            0.00            0.00           731.9             1294.0             1266.4
  680.00          600.89            0.00            0.00           733.3             1291.7             1246.8
  203.66          821.82            0.00            0.00           736.4             1125.8              967.8
  554.32          342.10            0.00            0.00           733.0              955.9              877.8
  979.72           35.66            0.00            0.00           747.3             1375.4             1350.7
  384.11          113.40            0.00            0.00           735.9              960.8              845.4
  343.91          527.18            0.00            0.00           743.7             1233.1             1146.2
  368.29          292.01            0.00            0.00           741.2              837.2              771.0
  866.43          195.92            0.00            0.00           729.5             1023.7              963.9
  848.69          736.70            0.00            0.00           732.5             1008.2              962.5
  661.87          644.96            0.00            0.00           735.6              686.9              631.5
  584.25          955.56            0.00            0.00           732.5             1392.7             1260.9
  635.28          331.07            0.00            0.00           733.2              689.5              646.2
  931.68          761.17            0.00            0.00           735.0             1174.5             1111.1
  668.64          381.53            0.00            0.00           731.7             1633.0             1281.0
  422.08          413.49            0.00            0.00           757.6              983.1              960.8
  168.69          958.88            0.00            0.00           737.5             1071.1              768.6
  584.20          955.47            0.00            0.00           732.5             1311.0             1114.1
  571.40           35.98            0.00            0.00           732.5             1321.5             1239.0
  876.46          330.48            0.00            0.00           730.5             1136.7             1116.2
  312.39           59.73            0.00            0.00           739.6              927.0              833.1
  101.93          957.96            0.00            0.00           740.9              978.8              878.2
  957.87          298.71            0.00            0.00           731.1              919.8              781.7
  814.16          925.98            0.00            0.00           733.3              816.8              841.4
  138.05          250.98            0.00            0.00           752.0             1017.7              853.2
  518.82          412.13            0.00            0.00           737.4             1103.3              957.1
  278.46          233.52            0.00            0.00           742.2             1382.4             1129.1
   13.47          408.74            0.00            0.00           747.1             1244.2             1061.0
  250.77          332.54            0.00            0.00           749.9              930.2              804.2
  793.96          993.93            0.00            0.00           732.4             1073.7              911.8
  860.95          403.05            0.00            0.00           732.5             1001.9              938.2
  657.48           51.10            0.00            0.00           734.6             1061.3             1066.9
  399.65          840.88            0.00            0.00           740.2              692.5              689.5
  945.04          761.41            0.00            0.00           735.0             1295.1             1254.3
  937.92          592.65            0.00            0.00           732.4             1045.5              971.2
  316.53          876.49            0.00            0.00           739.5              979.1              934.8
  399.65          840.87            0.00            0.00           740.2              692.5              689.5
  834.06          962.44            0.00            0.00           730.3              981.6              784.9
  232.23          767.88            0.00            0.00           737.6             1311.2             1124.2
  475.47          984.55            0.00            0.00           735.3             1159.7              993.8
   13.60          408.76            0.00            0.00           747.1             1128.1              923.5
  684.32          111.53            0.00            0.00           730.7              860.8              819.0
  562.12          460.93            0.00            0.00           743.5              941.0             1005.1
  779.42          638.14            0.00            0.00           733.8             1045.1              950.6
  556.34          258.03            0.00            0.00           730.8              926.8              903.6
  931.89          171.71            0.00            0.00           733.4              754.2              764.4
  309.52          534.94            0.00            0.00           744.6              949.4              943.4
  799.04          918.59            0.00            0.00           733.3              949.0              977.3
  206.99          431.50            0.00            0.00           754.1              885.3              876.5
  132.88          953.51            0.00            0.00           737.5              937.4              719.1
  206.99          431.50            0.00            0.00           754.1              885.3              876.5
  155.44          142.27            0.00            0.00           753.0              821.2              749.0
   59.37          166.93            0.00            0.00           749.0              806.5              738.3
  805.05           44.75            0.00            0.00           733.6              860.9              787.6
  441.50          119.19            0.00            0.00           735.9              900.9              826.0
  772.01          933.23            0.00            0.00           733.3              926.6              956.9
  618.07           91.97            0.00            0.00           733.1              667.8              601.6
  281.05          513.09            0.00            0.00           744.6             1092.2              923.0
  684.29          111.66            0.00            0.00           730.7              860.8              819.0
  924.10          152.53            0.00            0.00           733.4              971.9              941.6
  280.10          663.71            0.00            0.00           740.0              723.0              650.9
  340.83          188.12            0.00            0.00           737.4             1384.8             1253.9
  278.43          233.18            0.00            0.00           742.2             1427.6             1192.7
  668.18          381.61            0.00            0.00           731.7             1395.5             1226.2
  637.08          510.53            0.00            0.00           735.9             1054.2              949.0
  473.14          942.55            0.00            0.00           734.4             1054.9              900.6
  494.02           92.11            0.00            0.00           731.1             1085.4             1059.8
  956.10          950.02            0.00            0.00           734.7              982.1              844.6
  426.78          217.89            0.00            0.00           734.5             1974.7             1509.2
  988.86          906.92            0.00            0.00           734.6             1514.6             1316.8
  477.16          213.48            0.00            0.00           732.0              897.7              842.8
  248.02          816.67            0.00            0.00           736.4              802.8              716.1
  347.57          779.34            0.00            0.00           735.0             1138.1              959.8
  753.32          854.67            0.00            0.00           731.5              853.5              770.6
  370.51          784.03            0.00            0.00           735.0             1047.1              863.2
  577.20          985.83            0.00            0.00           734.1              933.5              772.3
  358.99          127.53            0.00            0.00           738.0             1232.2             1048.1
  470.42          265.97            0.00            0.00           734.7              881.0              885.5
  588.89          947.03            0.00            0.00           732.5              848.7              750.8
  129.73          446.06            0.00            0.00           749.2              804.1              716.1
  711.94          320.97            0.00            0.00           732.5              799.6              830.3
  477.19          213.37            0.00            0.00           732.0              897.7              842.8
  252.06          605.36            0.00            0.00           744.9             1170.8             1121.4
  743.49          356.08            0.00            0.00           732.5              887.6              852.9
  732.89          595.01            0.00            0.00           735.5             1057.2             1076.6
  471.13          226.67            0.00            0.00           732.0             1088.3             1055.9
  684.17          111.61            0.00            0.00           730.7              860.8              819.0
  617.69          737.97            0.00            0.00           734.2              796.9              837.2
  327.11          665.03            0.00            0.00           740.6              903.1              925.7
  962.89          945.95            0.00            0.00           734.6             1118.4             1041.8
  204.68          288.69            0.00            0.00           748.5              886.2              715.5
  327.11          665.03            0.00            0.00           740.6              903.1              925.7
  398.06          884.48            0.00            0.00           740.2             1305.2             1196.2
  797.95          592.09            0.00            0.00           733.8             1926.3             1916.0
  229.22          570.34            0.00            0.00           742.6              676.4              629.5
   99.65          779.21            0.00            0.00           743.1              868.1              809.0
  745.43          795.10            0.00            0.00           730.5              877.8              831.4
  597.02          512.65            0.00            0.00           734.8              784.3              757.7
  573.51          754.50            0.00            0.00           731.4             1014.9              938.4
  210.89          580.22            0.00            0.00           744.9             1061.4             1065.3
  781.71           18.87            0.00            0.00           733.6             1782.7             1644.9
  672.61          922.13            0.00            0.00           731.0              978.2              885.8
  159.96          193.91            0.00            0.00           752.0             1060.1              911.6
  910.95          359.04            0.00            0.00           732.9              997.7             1038.1
  875.99          416.00            0.00            0.00           732.5             1057.9             1033.7
  179.47          751.02            0.00            0.00           737.0             1086.5             1035.6
  450.06          144.56            0.00            0.00           730.6              867.5              704.9
  795.48          340.02            0.00            0.00           731.4             1043.7             1082.9
  517.94          198.45            0.00            0.00           729.7              884.8              797.0
  898.34          702.91            0.00            0.00           730.9              969.6              961.0
  843.32          318.98            0.00            0.00           730.3              956.5              957.5
 1009.03          755.85            0.00            0.00           736.4              993.8              941.3
  299.03          746.93            0.00            0.00           739.5             1909.8             1554.9
  765.26          430.58            0.00            0.00           735.8             1125.1             1029.4
  912.04          291.10            0.00            0.00           731.1             1081.1             1018.2
  695.88           38.01            0.00            0.00           734.6             1151.7             1058.0
  481.59          747.94            0.00            0.00           737.0             1367.8             1384.2
  912.04          291.10            0.00            0.00           731.1             1081.1             1018.2
  539.25         1008.69            0.00            0.00           733.9              812.0              719.6
  628.49          376.52            0.00            0.00           733.2              971.9              840.7
   23.88          195.17            0.00            0.00           748.8             1360.2             1165.3
  505.08          470.02            0.00            0.00           748.5              713.1              751.0
  630.95          927.88            0.00            0.00           732.5             1069.7              956.8
  785.01          115.00            0.00            0.00           732.4             1002.0              916.3
  609.90          330.59            0.00            0.00           733.2              947.3              969.3
  242.72          548.31            0.00            0.00           742.6              839.8              742.4
  635.03           92.54            0.00            0.00           733.1              720.4              572.9
  233.66          651.76            0.00            0.00           740.4             1331.0             1112.0
  286.53          720.48            0.00            0.00           739.5              714.9              702.9
  901.35          921.29            0.00            0.00           734.7              838.5              832.4
   53.27          685.00            0.00            0.00           735.9              813.8              674.3
  205.30          629.64            0.00            0.00           744.9              771.9              808.5
  771.67          643.04            0.00            0.00           735.5              926.2              870.0
  444.53           47.94            0.00            0.00           736.0              866.0              779.4
  685.05         1005.24            0.00            0.00           731.8              911.3              837.0
  515.01          797.94            0.00            0.00           733.2              672.9              644.5
  621.72          489.99            0.00            0.00           735.9              882.9              710.2
   93.83         1006.20            0.00            0.00           741.3              834.1              717.6
  471.46          226.87            0.00            0.00           732.0             1088.3             1055.9
  446.18          936.32            0.00            0.00           739.1              892.9              946.1
  961.90          368.51            0.00            0.00           734.5              910.5              893.1
  829.32          848.04            0.00            0.00           733.3             1458.1             1396.1
  566.99          196.06            0.00            0.00           729.7             1441.2             1391.5
  897.95          408.87            0.00            0.00           730.8              946.4              886.6
  610.28          411.05            0.00            0.00           735.7              800.8              735.6
  928.12          113.55            0.00            0.00           735.9              792.3              766.4
  611.99          482.50            0.00            0.00           735.9              870.0              826.1
  944.66          847.77            0.00            0.00           736.1             1182.7             1102.0
  724.17          108.00            0.00            0.00           732.3              860.2              805.0
   97.03          911.51            0.00            0.00           740.9              744.1              613.0
  944.82          847.65            0.00            0.00           736.1             1182.7             1102.0
  487.49          768.94            0.00            0.00           736.3             1002.8             1031.7
  751.25           61.00            0.00            0.00           736.2              504.8              588.2
  259.55          133.13            0.00            0.00           738.3              883.6              838.8
  299.12          699.92            0.00            0.00           740.0             1536.7             1446.0
  740.97          310.00            0.00            0.00           732.7             1230.1             1171.9
   60.69          458.98            0.00            0.00           744.0             1211.1             1016.7
  178.34          228.02            0.00            0.00           752.0             1279.4             1118.2
  252.33           38.96            0.00            0.00           740.7              826.4              737.7
  343.84          353.64            0.00            0.00           756.7              987.5              824.8
  278.73          203.13            0.00            0.00           742.2              827.1              765.4
   43.29          386.79            0.00            0.00           747.1              867.0              693.1
  628.26          577.28            0.00            0.00           734.0              660.4              700.9
  222.08          121.07            0.00            0.00           745.6              867.8              723.5
  877.90          766.89            0.00            0.00           732.5             1140.8             1048.9
  569.97          355.15            0.00            0.00           733.0              792.8              768.2
  997.89          283.12            0.00            0.00           732.9              775.0              625.3
  147.50          113.83            0.00            0.00           750.0              924.0              787.7
  628.20          556.03            0.00            0.00           734.8              984.6              916.6
  497.47          316.48            0.00            0.00           734.7              605.9              592.2
  882.98          686.99            0.00            0.00           732.6              849.7              758.2
  617.72           21.05            0.00            0.00           734.1              770.2              681.4
  612.93          122.38            0.00            0.00           733.1              681.8              704.4
  301.45          757.27            0.00            0.00           739.5             1071.9              936.7
  858.54          876.42            0.00            0.00           735.5             1018.0             1049.3
  997.89          283.12            0.00            0.00           732.9              775.0              625.3
  663.57          766.05            0.00            0.00           733.8              988.5              921.5
  956.30          282.03            0.00            0.00           731.1              723.6              605.5
  809.29          482.16            0.00            0.00           731.9              852.3              832.2
  557.06          309.91            0.00            0.00           730.8              981.3              919.4
   63.26          181.98            0.00            0.00           749.0              839.5              738.7
   44.99           15.90            0.00            0.00           754.8             1263.8             1061.5
  301.49          757.49            0.00            0.00           739.5             1071.9              936.7
  377.68          559.67            0.00            0.00           743.7              855.2              867.4
  367.31          117.02            0.00            0.00           738.0              756.8              613.7
  629.37          457.11            0.00            0.00           735.9             1453.5             1470.2
  966.99          544.48            0.00            0.00           731.2              617.9              670.4
   90.93          245.76            0.00            0.00           750.3              871.9              774.0
  455.95          785.97            0.00            0.00           736.3             1178.2             1133.9
  409.07          917.89            0.00            0.00           739.1             1198.4             1176.3
  940.60           30.97            0.00            0.00           743.4             1274.5             1244.3
  444.94          908.94            0.00            0.00           739.1              632.5              645.5
  161.35          578.93            0.00            0.00           743.2              747.2              843.8
  942.30           54.14            0.00            0.00           743.4              769.6              795.2
  802.03          559.08            0.00            0.00           731.4              897.8              915.1
  717.68          832.08            0.00            0.00           731.5              685.1              662.8
  409.07          917.89            0.00            0.00           739.1             1198.4             1176.3
 1005.88          122.97            0.00            0.00           743.0              654.2              546.2
  253.04          796.94            0.00            0.00           736.4              850.4              760.0
  644.28          894.21            0.00            0.00           729.1              911.8              826.6
  304.96          218.98            0.00            0.00           742.2              769.1              861.6
  769.95           93.50            0.00            0.00           732.4              783.6              757.6
  798.00          383.46            0.00            0.00           731.4              867.1              749.4
  741.02          845.23            0.00            0.00           731.5              839.4              808.2
  639.91          146.95            0.00            0.00           729.8              924.9              843.4
  895.33          430.08            0.00            0.00           732.5              579.4              519.4
  499.25          649.36            0.00            0.00           735.7              714.7              653.5
  793.41          705.25            0.00            0.00           732.5              983.2              946.8
  762.99          457.29            0.00            0.00           739.2             1287.5             1194.5
  798.00          258.12            0.00            0.00           730.4              792.2              725.8
  948.06          874.92            0.00            0.00           736.1              872.8              849.7
  199.09          215.66            0.00            0.00           747.0              932.2              866.0
  796.46          505.90            0.00            0.00           731.9              862.6              869.7
 1005.88          122.97            0.00            0.00           743.0              654.2              546.2
  805.74           69.45            0.00            0.00           732.4              937.0              839.4
  820.25          240.08            0.00            0.00           728.0             1182.2             1113.3
  690.22           91.14            0.00            0.00           730.7              991.7              923.5
   72.07          170.96            0.00            0.00           750.0              564.7              608.3
  934.25          387.87            0.00            0.00           730.8             1214.0             1158.2
  521.98          897.27            0.00            0.00           735.6              725.0              573.4
  951.48          146.50            0.00            0.00           733.4             1313.6             1065.5
  576.94          838.63            0.00            0.00           732.5             1247.6             1159.8
  344.09          268.07            0.00            0.00           741.2              836.6              956.6
  236.98           53.06            0.00            0.00           740.7              970.1              872.7
  496.23           31.02            0.00            0.00           733.4              847.9              750.7
  763.00          457.34            0.00            0.00           739.2             1287.5             1194.5
  647.07          101.51            0.00            0.00           730.7             1079.0             1122.8
  245.02          912.89            0.00            0.00           739.2              723.9              700.6
  686.11          612.09            0.00            0.00           733.3              643.6              609.2
  701.00          651.44            0.00            0.00           735.6              758.1              571.6
  489.83          217.97            0.00            0.00           732.0              888.2              812.1
  521.88          993.83            0.00            0.00           733.9              755.3              676.7
  245.02          912.90            0.00            0.00           739.2              723.9              700.6
  335.33          499.11            0.00            0.00           760.9              608.8              759.7
  170.98          514.24            0.00            0.00           739.0              802.7              755.3
  465.05           85.39            0.00            0.00           731.1              885.3              866.3
  366.40          664.84            0.00            0.00           740.6              869.6              851.1
  885.79          165.23            0.00            0.00           730.1              822.0              787.8
  921.04           34.32            0.00            0.00           743.4             1282.1             1369.3
  858.99          127.34            0.00            0.00           732.0              775.6              731.6
  307.52          976.00            0.00            0.00           738.1              574.4              493.5
  933.21          303.26            0.00            0.00           731.1              990.7              883.9
   95.89          599.14            0.00            0.00           735.2              916.7              861.8
  672.12          600.48            0.00            0.00           733.3              777.8              729.1
  406.10          784.02            0.00            0.00           738.5             1287.0             1150.5
  820.85         1004.40            0.00            0.00           732.4              830.2              797.7
  696.44          470.86            0.00            0.00           736.7             1065.7             1038.2
  408.52           38.52            0.00            0.00           736.0              751.3              694.4
  936.96          451.04            0.00            0.00           728.9              738.2              675.1
  764.94          977.58            0.00            0.00           730.9             1493.9             1270.4
  654.96          412.50            0.00            0.00           736.3              882.4              900.2
  123.08          759.68            0.00            0.00           738.5             1043.2              879.1
 1004.48          840.92            0.00            0.00           737.9              920.5              922.1
  587.27          163.09            0.00            0.00           729.8              874.2              811.3
  362.97          270.25            0.00            0.00           741.2              698.7              676.5
  682.04          862.49            0.00            0.00           729.1             1071.1              872.9
  476.87           57.90            0.00            0.00           733.4              916.4              734.8
  570.52          673.03            0.00            0.00           734.0              659.9              683.5
  198.57          812.93            0.00            0.00           736.4              749.2              736.9
  940.21           15.05            0.00            0.00           743.4             1055.2              892.7
   89.57          136.27            0.00            0.00           750.0              847.0              676.2
  520.13          731.04            0.00            0.00           731.4              732.7              684.5
  722.80           41.81            0.00            0.00           736.2             1046.7              936.2
  693.48          750.02            0.00            0.00           733.8              884.8              950.4
  309.86          693.45            0.00            0.00           740.0             1047.6              819.7
  614.97          248.48            0.00            0.00           730.1              821.1              724.8
  546.10          198.02            0.00            0.00           729.7             1079.2              917.2
  619.69          552.07            0.00            0.00           734.8             1323.1             1207.9
  703.47          775.49            0.00            0.00           731.2             1254.8             1208.8
  989.06          321.96            0.00            0.00           734.5              726.8              746.6
  365.73          140.13            0.00            0.00           737.4             1247.1             1187.4
   53.49          702.00            0.00            0.00           735.9              625.2              455.7
  787.00          962.50            0.00            0.00           732.4              826.4              681.8
  951.08          773.82            0.00            0.00           736.2              628.4              610.4
  366.49          664.55            0.00            0.00           740.6              869.6              851.1
  154.78           42.94            0.00            0.00           748.0              793.5              669.4
  786.45          325.09            0.00            0.00           731.4              770.6              836.5
  685.50          985.80            0.00            0.00           731.8              765.5              677.8
  514.03          569.03            0.00            0.00           739.4              795.7              848.4
  892.96          414.32            0.00            0.00           732.5              720.7              781.0
  602.05          231.66            0.00            0.00           730.1             1129.2             1124.6
  979.67          967.13            0.00            0.00           732.2              852.8              820.5
  378.86          817.08            0.00            0.00           735.0              819.5              743.7
  788.03          770.26            0.00            0.00           732.3              599.7              600.0
  288.34          619.73            0.00            0.00           740.4              745.6              652.7
  401.00          559.01            0.00            0.00           740.7              508.9              592.9
   48.23          233.92            0.00            0.00           748.8             1069.8              921.7
  527.99          659.29            0.00            0.00           734.0              997.3              851.7
  718.76          374.60            0.00            0.00           732.5             1096.3              951.9
  687.25          950.90            0.00            0.00           731.0              908.3              802.5
  503.48          910.45            0.00            0.00           734.4              637.6              682.2
  480.52          384.13            0.00            0.00           745.4              566.8              661.4
  454.50          962.42            0.00            0.00           735.3              724.1              647.4
  422.00          675.93            0.00            0.00           739.6              430.0              455.3
  696.21          757.30            0.00            0.00           733.8              657.0              664.8
  236.99          903.00            0.00            0.00           739.2              846.2              716.5
  261.94          904.90            0.00            0.00           739.5             1244.4             1116.0
  401.38          538.05            0.00            0.00           740.7              665.9              693.5
  510.97          301.93            0.00            0.00           734.7              495.8              434.5
  735.98          194.04            0.00            0.00           727.5              909.3              869.1
  909.71           25.78            0.00            0.00           743.4             1216.6             1124.7
  793.99           98.02            0.00            0.00           732.4              699.3              671.7
  360.97          791.37            0.00            0.00           735.0              885.3              773.0
  706.14          834.22            0.00            0.00           731.5              851.1              920.0
  179.19          399.39            0.00            0.00           749.2              748.8              743.0
 1003.01          195.95            0.00            0.00           732.3             1167.9             1007.0
   69.40          868.26            0.00            0.00           738.3              799.8              766.2
  549.20          379.41            0.00            0.00           733.0              854.6              782.7
  197.99           65.40            0.00            0.00           745.6              649.2              555.5
  131.07          583.03            0.00            0.00           743.2              879.8              824.7
  580.45          500.10            0.00            0.00           735.9              489.6              499.8
  160.58          389.26            0.00            0.00           749.2              606.4              572.0
  832.80          154.65            0.00            0.00           730.1              764.7              696.9
  823.49          599.05            0.00            0.00           733.8             1114.6             1038.0
  420.15          797.89            0.00            0.00           738.5              748.2              772.1
  957.37          838.98            0.00            0.00           736.1              731.8              772.8
  255.23          698.34            0.00            0.00           740.4              514.0              545.5
  252.08          632.01            0.00            0.00           744.9              859.5              964.8
  382.81          550.20            0.00            0.00           743.7              550.7              557.0
  767.08          242.19            0.00            0.00           727.5              634.6              711.1
  841.07          457.67            0.00            0.00           729.3              680.5              635.4
  763.27          630.90            0.00            0.00           735.5              697.3              689.6
  920.00          639.96            0.00            0.00           732.4              614.3              646.9
  327.02          198.98            0.00            0.00           736.7              708.4              634.0
  525.94          702.55            0.00            0.00           734.0             1032.1              992.3
  685.88          254.08            0.00            0.00           731.7              903.6              862.7
  911.49          750.90            0.00            0.00           735.0              690.6              720.5
  327.08          558.97            0.00            0.00           743.7              936.6             1001.6
  148.48          453.57            0.00            0.00           743.4              908.2              856.5
  775.01          593.73            0.00            0.00           733.8              820.7              719.1
  325.73          551.73            0.00            0.00           743.7              531.6              597.3
  636.01          932.97            0.00            0.00           732.5             1241.3             1029.4
  382.56          314.15            0.00            0.00           741.2              708.4              753.8
  255.03          698.56            0.00            0.00           740.4              571.1              558.7
  223.82          239.61            0.00            0.00           747.0              684.0              639.9
  299.08          251.04            0.00            0.00           742.2              788.5              693.5
  191.50          315.54            0.00            0.00           748.9              540.0              557.7
  782.50          553.52            0.00            0.00           731.4              928.9              810.6
  569.22          143.22            0.00            0.00           729.7              687.6              604.8
  517.55          541.00            0.00            0.00           739.4              442.9              494.1
  923.78          352.58            0.00            0.00           732.9              733.3              648.1
  483.27          289.88            0.00            0.00           734.7              864.5              765.0
  735.65          273.77            0.00            0.00           732.7              555.0              574.2
  619.87          542.62            0.00            0.00           734.8              813.6              815.1
   90.21           32.25            0.00            0.00           750.1              953.6              763.8
  904.98          459.17            0.00            0.00           728.9              663.7              617.0
  493.97          178.50            0.00            0.00           730.6             1071.8             1062.6
  309.36          521.92            0.00            0.00           744.6              972.4              926.9
  961.78          575.97            0.00            0.00           731.2              483.9              482.8
  565.78          850.92            0.00            0.00           734.4              790.0              698.6
  750.69          798.81            0.00            0.00           730.5              512.2              534.3
  877.29          820.01            0.00            0.00           733.7             1158.0             1155.9
  294.70          708.92            0.00            0.00           739.5             1041.7              984.9
