    
Star Data Extractor Tool (Note: This program mocks format of AIP_4_WIN)
     Image: m23_3.5_001.fit
     Stars Found:  2510
     Radius of star diaphragm: 4 and 3
     Sky annulus inner radius: 7
     Sky annulus outer radius: 11
     Threshold factor:  0.000000
      X                Y           Sigma            FWHM         Sky ADU           Star ADU 4         Star ADU 3     
  205.38          981.98            0.00            0.00           741.0             7149.6             6001.3
  791.36          746.94            0.00            0.00           732.5             7071.6             6552.8
  967.01          854.18            0.00            0.00           737.9             7317.1             6695.8
  372.32          201.05            0.00            0.00           736.7             7082.3             6486.9
   42.53          458.05            0.00            0.00           744.0             6747.0             5728.6
  241.48          345.53            0.00            0.00           749.9             7152.4             6338.5
  644.98          927.62            0.00            0.00           731.0             7721.4             7026.0
  847.92          253.05            0.00            0.00           729.5             6864.5             6392.8
  187.41          670.47            0.00            0.00           738.3             6957.6             6012.9
  564.30          554.82            0.00            0.00           739.4             6762.7             6349.5
  417.07          555.45            0.00            0.00           740.7             5988.4             5542.0
  910.08          686.66            0.00            0.00           730.9             6788.9             6326.1
  547.01          619.95            0.00            0.00           736.3             6404.8             5883.9
  583.66          886.93            0.00            0.00           732.5             6725.9             6218.3
  551.22           61.84            0.00            0.00           732.5             6827.4             6351.4
  806.53          910.87            0.00            0.00           733.3             6907.6             6225.9
  645.86          225.37            0.00            0.00           731.7             7090.6             6715.0
  175.76          843.98            0.00            0.00           737.4             6600.6             5761.5
  111.26          924.85            0.00            0.00           740.9             7010.5             5560.6
  106.09          130.89            0.00            0.00           750.0             6976.0             5990.8
  430.51          674.92            0.00            0.00           739.6             6484.1             5987.0
  835.46          170.48            0.00            0.00           730.1             7043.3             6640.5
  686.95          393.87            0.00            0.00           736.3             6571.6             6343.2
  358.02           40.11            0.00            0.00           740.7             8422.6             7502.9
  417.07          555.29            0.00            0.00           740.7             5988.4             5542.0
  111.43          924.93            0.00            0.00           740.9             7010.5             5560.6
  708.62          437.11            0.00            0.00           735.8             6979.1             6422.8
  870.93          181.03            0.00            0.00           730.1             7195.4             6829.5
  272.99          811.94            0.00            0.00           735.0             6930.4             6007.0
  682.15          375.31            0.00            0.00           731.7             5849.2             5556.9
  275.11          933.22            0.00            0.00           739.5             6499.1             5706.2
  505.43          333.14            0.00            0.00           737.3             6471.9             6302.0
  694.70          726.95            0.00            0.00           733.8             6776.5             6084.8
 1010.39          640.89            0.00            0.00           731.0             6618.7             6319.4
  869.41          700.59            0.00            0.00           732.6             6396.3             5442.6
  261.11          277.48            0.00            0.00           748.9             5314.4             4596.1
  719.18          183.29            0.00            0.00           728.8             6652.8             6428.1
  417.06          555.09            0.00            0.00           740.7             5988.4             5542.0
  367.08          969.18            0.00            0.00           741.7             6219.5             5383.0
  597.96          901.55            0.00            0.00           732.5             6613.4             6078.4
  761.60          368.59            0.00            0.00           732.5             5643.6             4697.5
  222.07          221.43            0.00            0.00           747.0             6213.0             5222.6
  816.80          604.49            0.00            0.00           733.8             6577.8             6229.4
  414.45          183.56            0.00            0.00           735.5             6399.3             5669.6
  366.98          969.09            0.00            0.00           741.7             6219.5             5383.0
  545.88          789.64            0.00            0.00           733.2             5954.8             5330.0
  301.42           40.15            0.00            0.00           739.6             6371.5             5585.3
  367.04          968.97            0.00            0.00           741.7             6219.5             5383.0
  719.89          600.46            0.00            0.00           735.5             5883.2             5497.0
  545.81          789.76            0.00            0.00           733.2             5954.8             5330.0
  433.25          514.03            0.00            0.00           740.7             6520.9             6102.5
  439.98          221.02            0.00            0.00           734.5             6135.4             5605.8
  667.28           43.03            0.00            0.00           734.6             6449.8             6115.9
  760.69          525.87            0.00            0.00           734.7             6195.8             5824.6
  981.47          843.57            0.00            0.00           737.9             6195.5             5462.0
  649.88          750.18            0.00            0.00           733.8             5932.6             5192.6
  965.88          130.97            0.00            0.00           738.6             6395.0             5843.2
  145.43          165.12            0.00            0.00           753.0             6838.7             6095.7
  481.32          821.93            0.00            0.00           736.3             5699.6             5000.0
  369.94          281.33            0.00            0.00           741.2             6228.7             5875.1
  898.30          586.05            0.00            0.00           732.4             6428.8             6174.8
  265.34           70.05            0.00            0.00           741.2             6063.0             5279.4
  649.69          749.97            0.00            0.00           733.8             5932.6             5192.6
  591.44          598.95            0.00            0.00           734.0             5535.3             4774.7
  236.50          286.60            0.00            0.00           748.5             5848.9             5232.3
  649.57          749.97            0.00            0.00           733.8             5932.6             5192.6
  565.77          105.47            0.00            0.00           731.6             6520.7             5822.6
  935.88           43.07            0.00            0.00           743.4             6294.7             5764.3
  590.48          981.38            0.00            0.00           734.1             6390.8             5733.6
  118.36          814.84            0.00            0.00           743.1             5889.4             4739.4
  199.54          163.57            0.00            0.00           749.2             5546.4             4089.5
  233.04          476.94            0.00            0.00           752.7             6007.0             5249.6
  521.91          394.05            0.00            0.00           737.4             6322.6             6027.5
  921.92          133.92            0.00            0.00           733.4             6369.3             6000.4
  270.09          767.61            0.00            0.00           739.5             5812.1             5105.7
  706.41           93.52            0.00            0.00           732.3             6120.1             5738.6
  622.47          847.51            0.00            0.00           732.5             6361.5             5728.3
  199.29          163.79            0.00            0.00           749.2             5628.7             4448.5
  450.05          420.00            0.00            0.00           745.4             6278.4             5779.5
  818.29          739.04            0.00            0.00           732.5             5993.5             5539.7
  481.29          822.15            0.00            0.00           736.3             5699.6             5000.0
  302.47          469.56            0.00            0.00           758.9             5843.1             4860.5
  481.12          822.28            0.00            0.00           736.3             5699.6             5000.0
  616.47          933.09            0.00            0.00           732.5             5857.4             4789.2
   58.94          264.46            0.00            0.00           746.1             6090.2             5075.4
  481.10          822.41            0.00            0.00           736.3             5699.6             5000.0
  297.43          319.53            0.00            0.00           748.9             6064.3             5447.1
  761.43          368.47            0.00            0.00           732.5             5450.2             5015.4
  964.66          913.78            0.00            0.00           734.6             5583.7             4883.3
  507.49          426.18            0.00            0.00           745.4             5811.7             5718.0
  341.04          291.05            0.00            0.00           741.2             6036.1             5597.4
  302.42          469.54            0.00            0.00           758.9             5843.1             4860.5
  285.62           12.59            0.00            0.00           739.6             5710.0             4865.6
  885.91          740.85            0.00            0.00           732.5             6105.2             5689.2
  189.49          698.96            0.00            0.00           738.3             5400.7             4617.7
   52.04          797.20            0.00            0.00           735.2             5537.6             4640.0
  613.68          687.99            0.00            0.00           733.5             5937.7             5281.0
   52.04          797.20            0.00            0.00           735.2             5537.6             4640.0
  733.91          546.50            0.00            0.00           734.7             5190.4             4783.1
  990.88           98.14            0.00            0.00           743.0             5693.0             5071.7
  669.19          653.27            0.00            0.00           735.6             5735.7             5520.6
  227.01          455.05            0.00            0.00           752.7             5433.4             4791.5
  399.12          984.46            0.00            0.00           739.4             5534.6             4740.0
  733.84          546.48            0.00            0.00           734.7             5389.6             4946.0
  759.44          333.45            0.00            0.00           732.5             5989.6             5648.0
  776.60          694.97            0.00            0.00           735.5             5954.9             5660.8
  656.31          461.98            0.00            0.00           736.7             5532.2             5306.2
  506.55          824.34            0.00            0.00           736.3             4798.2             3693.6
  226.70          455.06            0.00            0.00           752.7             5433.4             4791.5
  304.75          474.50            0.00            0.00           758.9             4732.1             4151.4
  188.65          539.50            0.00            0.00           739.0             5363.8             4789.2
  424.47          574.53            0.00            0.00           740.7             5132.2             4820.2
  848.66          416.15            0.00            0.00           732.5             5775.7             5591.4
  690.88          280.11            0.00            0.00           732.0             5501.3             5301.7
  783.05          597.04            0.00            0.00           733.8             5931.8             5656.1
  219.05          517.49            0.00            0.00           742.6             5906.8             5255.0
  198.27          715.18            0.00            0.00           737.6             6015.2             5312.2
  702.45          348.52            0.00            0.00           731.7             5262.3             4411.1
  506.65          824.11            0.00            0.00           736.3             4798.2             3693.6
   40.15          612.49            0.00            0.00           732.2             5484.1             4622.9
   91.27          763.35            0.00            0.00           738.5             5723.6             4778.6
  319.67          957.94            0.00            0.00           739.5             5353.4             4628.1
  559.90           99.06            0.00            0.00           731.6             5852.5             5287.5
  237.57          658.03            0.00            0.00           740.4             5714.3             4869.7
  260.47          219.93            0.00            0.00           742.2             6034.4             5479.0
  273.86         1010.01            0.00            0.00           738.1             5509.3             4608.1
  971.58          731.94            0.00            0.00           736.4             6008.4             5634.0
  508.04          764.60            0.00            0.00           737.0             5181.4             4831.9
  909.43          797.33            0.00            0.00           736.2             5744.7             5252.2
  641.56          215.07            0.00            0.00           731.7             5393.2             4958.1
  471.75          616.65            0.00            0.00           737.8             5227.8             4840.4
  220.65          587.95            0.00            0.00           744.9             5164.7             4465.5
  960.52          316.43            0.00            0.00           732.9             5405.8             5101.2
  158.36          782.86            0.00            0.00           739.0             5106.2             4320.6
  111.74          584.92            0.00            0.00           735.2             5383.2             4536.9
  750.24          542.03            0.00            0.00           734.7             5486.3             5377.8
  304.88          474.75            0.00            0.00           758.9             4732.1             4151.4
  589.46          399.49            0.00            0.00           735.7             5252.4             4990.3
  948.29          935.95            0.00            0.00           734.7             4736.7             3881.9
  609.04          135.56            0.00            0.00           729.8             5208.4             4726.0
  682.87          241.87            0.00            0.00           731.7             4955.3             4281.9
  921.81           20.50            0.00            0.00           743.4             5612.1             4994.5
  137.42          420.15            0.00            0.00           749.2             5214.6             4460.6
  185.10          764.50            0.00            0.00           737.0             4858.9             4250.5
   48.46          521.13            0.00            0.00           735.2             5222.1             4447.2
  372.84           69.52            0.00            0.00           738.0             5042.7             4459.1
  350.27          546.79            0.00            0.00           743.7             5047.2             4484.1
  463.60          779.01            0.00            0.00           736.3             4494.9             3772.8
  233.84          969.33            0.00            0.00           741.0             4831.5             3835.5
  516.68           57.13            0.00            0.00           732.5             4860.6             4059.8
  695.94          557.07            0.00            0.00           733.7             5308.7             5098.5
  567.95          230.37            0.00            0.00           729.7             4899.0             4741.2
  572.44          329.06            0.00            0.00           733.0             5089.3             4794.7
  233.89          969.28            0.00            0.00           741.0             4831.5             3835.5
  350.20          546.61            0.00            0.00           743.7             5047.2             4484.1
  230.25          391.94            0.00            0.00           754.1             5487.2             4998.0
  350.58          546.57            0.00            0.00           743.7             4879.1             4130.2
  214.50          790.50            0.00            0.00           736.4             4784.0             4024.3
  713.27          531.63            0.00            0.00           734.7             4875.0             4644.3
  704.75          883.27            0.00            0.00           731.5             4365.2             3821.4
  488.88          661.43            0.00            0.00           735.7             5068.5             4585.4
  342.52          864.02            0.00            0.00           739.0             4815.7             4073.2
  704.65          883.27            0.00            0.00           731.5             4365.2             3821.4
  896.51          109.51            0.00            0.00           735.9             4585.6             3982.9
   26.01          327.74            0.00            0.00           748.2             4699.7             3853.1
  206.60          465.03            0.00            0.00           752.7             4202.3             3645.7
  839.48          558.88            0.00            0.00           729.7             4655.8             4113.3
  341.52          442.48            0.00            0.00           763.4             5099.9             4279.3
  158.66          637.53            0.00            0.00           743.2             4281.4             3584.3
  636.06          295.00            0.00            0.00           732.2             4402.9             3841.8
  589.64          126.94            0.00            0.00           733.1             4341.0             3548.9
  317.40          843.23            0.00            0.00           739.5             4596.3             3910.8
  770.56          286.85            0.00            0.00           730.4             5555.9             5205.6
  317.41          843.12            0.00            0.00           739.5             4596.3             3910.8
  202.79          469.16            0.00            0.00           752.7             4473.6             3524.8
  932.58          914.49            0.00            0.00           734.7             5118.4             4481.0
  191.73          357.96            0.00            0.00           746.3             4585.4             4007.6
  485.95          115.72            0.00            0.00           731.1             4878.8             4361.7
  932.43          914.49            0.00            0.00           734.7             5094.0             4589.2
  747.65          639.90            0.00            0.00           735.5             4492.0             4040.3
  495.52          348.49            0.00            0.00           737.3             4512.6             4331.0
  113.60          754.94            0.00            0.00           738.5             4670.0             3933.9
  134.25          904.37            0.00            0.00           737.5             4683.8             3696.1
  894.91          869.45            0.00            0.00           735.5             4903.2             4579.1
  776.54          124.99            0.00            0.00           732.4             4555.4             4098.5
  804.92          470.58            0.00            0.00           731.9             4420.6             3806.8
   17.02          701.67            0.00            0.00           735.9             5025.5             4242.1
  161.07          552.41            0.00            0.00           739.0             4904.4             4170.0
  829.46          489.82            0.00            0.00           731.9             4576.0             4376.8
   17.02          701.67            0.00            0.00           735.9             5025.5             4242.1
  178.11          966.48            0.00            0.00           741.5             4281.7             3324.1
  972.98          884.26            0.00            0.00           737.9             4894.6             4527.3
  315.20          751.36            0.00            0.00           739.5             4757.1             3925.6
  740.96           83.64            0.00            0.00           732.3             4571.9             4115.3
  315.10          751.45            0.00            0.00           739.5             4757.1             3925.6
  249.50          304.54            0.00            0.00           748.5             4228.3             3262.8
  786.14          347.45            0.00            0.00           731.4             4885.7             4614.6
  314.93          751.73            0.00            0.00           739.5             4684.8             3732.6
  866.61          766.92            0.00            0.00           732.5             4475.9             4140.6
  154.23          749.43            0.00            0.00           737.0             4427.7             3751.4
  866.44          766.79            0.00            0.00           732.5             4533.9             4156.1
  639.44          631.44            0.00            0.00           734.0             4535.9             4358.7
  470.91         1008.45            0.00            0.00           735.3             4342.5             3521.4
  872.20          905.11            0.00            0.00           734.3             4072.1             3485.6
  139.54          176.52            0.00            0.00           753.0             4243.9             3448.7
   21.09          497.57            0.00            0.00           744.0             4363.2             3653.6
  463.46          536.42            0.00            0.00           744.5             5025.1             4589.8
  292.09          875.97            0.00            0.00           739.5             5390.1             4862.8
  522.95          361.98            0.00            0.00           733.0             3752.1             3231.3
  194.94          726.72            0.00            0.00           737.6             4601.1             3978.0
  872.32          905.10            0.00            0.00           734.3             4072.1             3485.6
  182.51          141.54            0.00            0.00           753.0             4271.6             3773.6
  433.31          488.09            0.00            0.00           754.2             4175.6             3809.8
  553.69          131.06            0.00            0.00           729.7             4416.8             3965.2
  731.73          632.76            0.00            0.00           735.5             4315.5             3310.6
  271.05          415.95            0.00            0.00           761.1             4521.6             4015.0
  756.49          511.06            0.00            0.00           739.2             4067.5             4029.7
  134.04          797.94            0.00            0.00           739.0             4414.8             3873.7
  264.84          404.41            0.00            0.00           761.1             4103.7             3597.2
  134.04          797.94            0.00            0.00           739.0             4414.8             3873.7
  134.16          903.91            0.00            0.00           737.5             4683.8             3696.1
   94.28          410.58            0.00            0.00           751.1             4938.5             4126.1
  829.33          442.62            0.00            0.00           733.3             4056.9             3646.2
  540.91          755.37            0.00            0.00           731.4             4378.2             4176.7
  601.52          778.94            0.00            0.00           735.2             4493.5             4022.7
  539.02          674.45            0.00            0.00           734.0             4146.3             3550.3
  829.53          442.47            0.00            0.00           733.3             3913.4             3393.7
  501.47          830.49            0.00            0.00           736.3             4522.6             3816.7
  415.49          133.02            0.00            0.00           735.5             4044.1             3545.4
  876.51          673.41            0.00            0.00           732.6             4470.3             4215.6
  175.47          787.54            0.00            0.00           739.0             4430.0             3755.0
  382.28         1010.05            0.00            0.00           741.7             4174.2             3598.4
  383.66          702.93            0.00            0.00           740.6             4102.6             3785.7
  930.23          839.97            0.00            0.00           736.1             4663.8             4382.7
  379.47          636.47            0.00            0.00           743.5             4507.7             4150.9
   94.60          410.52            0.00            0.00           751.1             4604.1             3865.6
  732.43          938.45            0.00            0.00           731.0             4281.8             4013.3
  184.04          821.53            0.00            0.00           739.0             4009.6             3509.1
  550.95          232.11            0.00            0.00           729.7             4308.6             4124.3
  718.43          508.10            0.00            0.00           739.2             3979.4             3505.9
  275.08          828.46            0.00            0.00           735.0             4433.5             3935.7
  728.04          381.00            0.00            0.00           732.5             4429.9             4215.0
  786.19           25.52            0.00            0.00           733.6             4251.5             3243.4
  592.54          428.58            0.00            0.00           735.7             3934.1             3169.7
  999.93          922.50            0.00            0.00           734.6             4370.2             4026.9
  549.36          921.73            0.00            0.00           735.6             4015.4             3453.7
  993.01         1001.60            0.00            0.00           732.2             4525.0             3913.4
  592.49          428.70            0.00            0.00           735.7             3657.6             3147.9
  540.43          509.91            0.00            0.00           743.5             4282.3             4024.3
  879.91          184.92            0.00            0.00           730.1             4641.3             4324.0
  450.72          549.57            0.00            0.00           744.5             3901.5             3377.9
  386.44          395.14            0.00            0.00           757.6             4372.0             4141.5
  229.51          323.02            0.00            0.00           749.9             3904.5             3395.2
  295.26          529.16            0.00            0.00           744.6             4034.7             3568.6
  113.06          848.41            0.00            0.00           738.3             3669.2             2854.0
  185.18          207.30            0.00            0.00           752.0             4628.6             3992.1
  295.25          529.16            0.00            0.00           744.6             4034.7             3568.6
  338.47          757.52            0.00            0.00           737.4             4376.3             3943.1
  627.37          759.86            0.00            0.00           734.2             4199.1             3833.4
  863.92          511.57            0.00            0.00           729.3             4219.7             3954.9
   67.14          696.27            0.00            0.00           737.4             4204.3             3716.1
  592.30          428.69            0.00            0.00           735.7             3657.6             3147.9
 1003.40          720.47            0.00            0.00           736.4             4230.9             3980.8
  796.44          555.31            0.00            0.00           731.4             4190.4             4056.5
  233.93          604.46            0.00            0.00           744.9             3640.5             3019.8
  358.33          847.98            0.00            0.00           739.0             3794.2             3247.4
  450.52          549.46            0.00            0.00           744.5             3770.1             3254.3
  786.98          486.95            0.00            0.00           731.9             4162.8             3977.6
  518.97          404.95            0.00            0.00           737.4             3953.6             3609.7
   72.49           59.07            0.00            0.00           750.1             4522.2             3920.9
  281.99           60.59            0.00            0.00           739.6             3753.6             3214.3
  592.18          428.60            0.00            0.00           735.7             3657.6             3147.9
  429.46          617.97            0.00            0.00           735.2             4070.9             3517.9
  639.51          391.15            0.00            0.00           735.7             3493.1             3103.2
  796.26          555.08            0.00            0.00           731.4             4190.4             4056.5
  596.52          872.56            0.00            0.00           732.5             4108.1             3709.0
  700.00           19.00            0.00            0.00           734.6             4289.5             3904.3
  740.69          381.13            0.00            0.00           732.5             4488.1             4227.1
  142.48          781.96            0.00            0.00           739.0             4304.5             3632.3
  396.05          267.08            0.00            0.00           735.8             4197.6             3957.5
  258.63          434.51            0.00            0.00           761.1             3938.3             3479.2
  113.01          848.47            0.00            0.00           738.3             3669.2             2854.0
  797.91          817.21            0.00            0.00           732.3             4358.8             4112.9
  596.73          872.77            0.00            0.00           732.5             4108.1             3709.0
  550.78          897.25            0.00            0.00           735.6             3633.1             3027.8
  867.32          424.03            0.00            0.00           732.5             4257.8             4020.8
  539.02          842.65            0.00            0.00           734.4             4100.1             3625.0
  941.99           82.40            0.00            0.00           735.9             3777.5             3180.1
   24.47           22.54            0.00            0.00           754.8             3859.9             3176.3
  941.99           82.40            0.00            0.00           735.9             3777.5             3180.1
  549.24          921.02            0.00            0.00           735.6             4025.7             3639.9
  142.76          781.96            0.00            0.00           739.0             4034.3             3513.2
  538.94          842.76            0.00            0.00           734.4             4100.1             3625.0
  871.97          135.93            0.00            0.00           730.1             4592.2             4264.8
  587.89          718.76            0.00            0.00           734.2             4319.5             4021.7
  870.95          592.02            0.00            0.00           733.1             3750.1             3600.4
  550.95          897.48            0.00            0.00           735.6             3633.1             3027.8
  582.31          691.99            0.00            0.00           733.5             3820.2             3655.2
  924.68          522.80            0.00            0.00           728.2             4040.0             3802.8
  541.05          528.44            0.00            0.00           739.4             4503.0             4299.1
  215.44          194.86            0.00            0.00           747.0             3828.2             3186.7
   79.42          612.84            0.00            0.00           735.2             3977.5             3413.0
  362.33           20.02            0.00            0.00           740.7             3692.8             3237.6
   94.78          305.27            0.00            0.00           748.7             3683.4             3149.6
  897.25          541.11            0.00            0.00           728.2             4000.8             3857.5
  490.96          612.27            0.00            0.00           737.8             3429.8             3082.6
  573.12          788.31            0.00            0.00           733.2             3308.7             2933.5
  482.16          679.70            0.00            0.00           735.7             3765.1             3429.0
  199.95          506.49            0.00            0.00           752.7             2963.5             2391.7
   43.12          823.27            0.00            0.00           735.2             3384.1             2650.8
  643.33          202.84            0.00            0.00           731.7             4001.1             3729.0
  183.07          994.91            0.00            0.00           741.5             3604.9             3010.3
  207.22          899.16            0.00            0.00           739.2             3167.6             2538.9
  308.01          233.39            0.00            0.00           742.2             3569.5             3219.4
   16.08          856.38            0.00            0.00           738.4             3604.1             2957.3
  992.07           76.27            0.00            0.00           743.0             4415.9             4128.7
  146.56           79.12            0.00            0.00           750.0             4121.8             3467.4
  217.07          924.64            0.00            0.00           739.2             4221.8             3561.0
  643.09          202.96            0.00            0.00           731.7             4001.1             3729.0
   99.55          469.61            0.00            0.00           743.6             3483.2             2930.6
  765.59          372.96            0.00            0.00           732.5             3446.5             3197.9
  596.43          768.36            0.00            0.00           735.2             3772.0             3367.3
  512.46          700.49            0.00            0.00           734.0             3540.1             3264.7
  760.92          824.48            0.00            0.00           730.5             4048.8             3821.8
  381.03          130.37            0.00            0.00           737.4             3561.6             3111.9
  496.99          854.60            0.00            0.00           734.0             3497.0             3012.6
  745.99          124.69            0.00            0.00           732.3             3863.6             3632.4
  633.83          971.74            0.00            0.00           734.1             3767.9             3227.9
  905.43          342.22            0.00            0.00           732.9             3913.9             3784.5
  349.04          176.49            0.00            0.00           737.4             4261.7             4112.2
  998.01          898.57            0.00            0.00           734.6             3722.8             3238.1
  715.43          584.13            0.00            0.00           735.5             3389.3             2831.5
  345.57          257.24            0.00            0.00           741.2             3612.9             3184.5
  439.44          692.46            0.00            0.00           739.6             3548.8             3238.9
  682.47          683.02            0.00            0.00           735.6             4063.1             3971.7
  437.25          475.86            0.00            0.00           754.2             3225.8             2876.8
  158.52          457.90            0.00            0.00           743.4             3508.7             2938.7
  458.54          615.87            0.00            0.00           737.8             3422.8             3231.9
  267.41          572.37            0.00            0.00           744.6             4016.2             3406.2
  179.66           41.53            0.00            0.00           748.0             3406.9             2810.1
  369.17          992.22            0.00            0.00           741.7             3189.0             2634.8
  267.27          572.51            0.00            0.00           744.6             4036.7             3427.4
  804.36          390.02            0.00            0.00           733.3             3523.5             3077.2
  140.52          502.96            0.00            0.00           743.4             3646.9             3201.1
  763.48          310.55            0.00            0.00           732.7             3875.6             3729.6
  837.93          949.37            0.00            0.00           734.3             3504.8             3062.5
   63.38          354.00            0.00            0.00           748.2             3548.3             3058.0
  148.82          213.73            0.00            0.00           752.0             3336.1             2777.4
  617.81           52.42            0.00            0.00           734.1             3299.4             2882.5
  596.24          736.14            0.00            0.00           734.2             4065.6             3698.8
  617.04          623.88            0.00            0.00           734.0             3310.2             2843.3
  715.69          584.15            0.00            0.00           735.5             3007.2             2678.7
  769.94           16.39            0.00            0.00           733.6             4114.8             3731.8
   84.10           15.71            0.00            0.00           750.1             3106.1             2242.7
  391.21           53.57            0.00            0.00           736.0             4003.2             3032.0
  244.50          185.23            0.00            0.00           749.2             3229.5             2651.9
  700.84          234.49            0.00            0.00           731.7             3612.7             3470.7
  127.54          603.97            0.00            0.00           735.2             3325.6             2660.6
  271.49          159.03            0.00            0.00           738.3             4502.2             3567.6
  400.53          404.07            0.00            0.00           757.6             3553.6             3041.2
  249.38          650.76            0.00            0.00           740.4             3362.6             2721.9
  565.52          615.85            0.00            0.00           736.3             3748.1             3478.9
  401.47          610.87            0.00            0.00           735.2             3246.4             2668.5
  339.08          641.35            0.00            0.00           740.6             3629.1             3405.0
  395.49          904.50            0.00            0.00           739.1             3750.2             3321.8
  127.54          603.97            0.00            0.00           735.2             3325.6             2660.6
  795.43          691.44            0.00            0.00           735.5             3730.5             3634.5
  330.43          395.48            0.00            0.00           763.4             3396.5             3169.4
  205.06          126.37            0.00            0.00           745.6             3442.6             2740.5
  662.04          279.68            0.00            0.00           732.0             3733.6             3610.6
  899.63          797.94            0.00            0.00           736.2             3966.7             3780.7
  231.65          696.63            0.00            0.00           740.4             2745.5             2339.8
  736.32          242.96            0.00            0.00           727.5             3771.0             3597.6
  673.48          809.52            0.00            0.00           731.2             3343.3             2948.5
  206.99          899.29            0.00            0.00           739.2             3167.6             2538.9
  249.44          650.80            0.00            0.00           740.4             3362.6             2721.9
  825.43          770.84            0.00            0.00           732.3             3503.5             3049.4
  836.12          876.72            0.00            0.00           735.5             3045.4             2717.7
  754.01          616.28            0.00            0.00           735.5             2948.7             2710.2
  746.38          153.24            0.00            0.00           728.8             3260.6             2812.5
  836.13          876.60            0.00            0.00           735.5             3045.4             2717.7
  505.49          564.95            0.00            0.00           744.5             2984.3             2757.5
  460.96          861.25            0.00            0.00           734.0             3640.8             3177.7
  566.79          204.75            0.00            0.00           729.7             3907.4             3559.1
  836.05          876.61            0.00            0.00           735.5             3045.4             2717.7
  566.78          204.86            0.00            0.00           729.7             3907.4             3559.1
  812.55          254.20            0.00            0.00           728.0             3688.0             3467.6
   84.18           15.83            0.00            0.00           750.1             3106.1             2242.7
  812.87          254.35            0.00            0.00           728.0             3688.0             3467.6
  194.51          153.61            0.00            0.00           749.2             3738.1             3194.1
  437.35          476.00            0.00            0.00           754.2             3225.8             2876.8
  754.01          616.08            0.00            0.00           735.5             2948.7             2710.2
  437.35          476.00            0.00            0.00           754.2             3225.8             2876.8
  151.86          952.94            0.00            0.00           737.5             3323.6             2708.5
  545.45          716.92            0.00            0.00           731.4             3347.3             3083.6
  951.74           77.57            0.00            0.00           735.9             4379.7             3972.8
  231.47          696.89            0.00            0.00           740.4             2822.8             2471.0
  401.55          610.83            0.00            0.00           735.2             2993.6             2585.9
  804.42          389.59            0.00            0.00           733.3             3523.5             3077.2
  882.19          778.78            0.00            0.00           733.7             3277.3             2952.3
  201.23          310.65            0.00            0.00           748.5             2867.5             2268.3
  561.19          569.48            0.00            0.00           739.4             3096.0             2575.2
  156.56          516.89            0.00            0.00           739.0             2910.9             2411.8
  369.65          859.98            0.00            0.00           739.0             2884.9             2398.2
  923.96          747.27            0.00            0.00           735.0             3307.3             3065.7
  804.39          389.50            0.00            0.00           733.3             3115.6             2975.4
